accession_no,cik,ticker,filed_at_dt,abn_ret_3d,sentiment_label_3d
0000034088-24-000015,34088,XOM,2024-02-28,0.014173081139296606,1
0000035527-24-000221,35527,FITBP,2024-08-28,0.024544828059684387,1
0000037785-24-000128,37785,FMC,2024-12-12,-0.05248625537704921,-1
0000039263-24-000055,39263,CFR-PB,2024-07-25,-0.011119536184482692,-1
0000040545-24-000041,40545,GE,2024-02-29,0.011649297017183535,1
0000040545-24-000097,40545,GE,2024-04-11,0.02647832255084681,1
0000046080-24-000132,46080,HAS,2024-07-25,-0.00202336489517152,0
0000046619-24-000057,46619,HEI-A,2024-08-26,0.03374017263213713,1
0000047111-24-000004,47111,HSY,2024-02-08,-0.016318508868434445,-1
0000048465-24-000043,48465,HRL,2024-09-23,0.016731187059447983,1
0000051143-24-000021,51143,IBM,2024-04-25,-0.0001608648601246765,0
0000051644-24-000038,51644,IPG,2024-07-25,0.026834887606742797,1
0000055785-24-000053,55785,KMB,2024-04-23,-0.02220936822177877,-1
0000055785-24-000098,55785,KMB,2024-11-13,0.035255987469311245,1
0000056701-24-000006,56701,KOSS,2024-02-01,-0.021636590835423797,-1
0000059478-24-000127,59478,LLY,2024-05-09,0.0209527184002396,1
0000059478-24-000242,59478,LLY,2024-10-30,-0.0420891698708431,-1
0000060667-24-000167,60667,LOW,2024-11-19,0.034850634470823705,1
0000062996-24-000021,62996,MAS,2024-06-10,0.018398942371046,1
0000064803-24-000015,64803,CVS,2024-05-01,-0.013688752997136788,-1
0000066382-24-000099,66382,MLKN,2024-12-18,-0.07165364802972785,-1
0000066756-24-000016,66756,ALE,2024-03-20,-0.0076443868001435655,0
0000067716-24-000009,67716,MDU,2024-02-08,0.024325686129169632,1
0000072633-24-000006,72633,NRT,2024-02-01,-0.00935495974964462,-1
0000072903-24-000203,72903,XEL,2024-12-02,-0.02442265735371707,-1
0000074303-24-000035,74303,OLN,2024-02-21,0.00021038973648745962,0
0000077543-24-000013,77543,TPC,2024-02-28,0.006105267660972524,0
0000077543-24-000217,77543,TPC,2024-10-21,-0.11110310674274382,-1
0000079879-24-000095,79879,PPG,2024-04-18,-0.023920633625365895,-1
0000080424-24-000073,80424,PG,2024-07-30,0.10624810572979027,1
0000080424-24-000098,80424,PG,2024-10-08,0.00743352863461233,0
0000080661-24-000004,80661,PGR,2024-02-14,0.014866497930598688,1
0000080661-24-000049,80661,PGR,2024-12-13,-0.008038635298685093,-1
0000081362-24-000061,81362,KWR,2024-05-09,-0.016094657936722045,-1
0000084839-24-000022,84839,ROL,2024-02-14,0.004776637757022861,0
0000088205-24-000006,88205,SPXC,2024-02-22,0.07536739643379498,1
0000088205-24-000048,88205,SPXC,2024-08-01,0.006835029398983727,0
0000089089-24-000016,89089,SCI,2024-02-15,-0.01502152406263857,-1
0000090168-24-000024,90168,SIF,2024-06-28,-0.045034873075937676,-1
0000091440-24-000048,91440,SNA,2024-07-18,0.011081669947295758,1
0000092108-24-000012,92108,SOCGM,2024-09-17,-0.017854293460671133,-1
0000092122-24-000055,92122,SOJE,2024-05-06,-0.037365396231493486,-1
0000093389-24-000045,93389,SMP,2024-11-01,0.03283485129088959,1
0000095953-24-000057,95953,ACNT,2024-08-27,0.0213104748660764,1
0000097745-24-000043,97745,TMO,2024-10-23,-0.021210466243250292,-1
0000098362-24-000007,98362,TKR,2024-02-05,0.003016248845587821,0
0000098362-24-000057,98362,TKR,2024-05-01,-0.014966632695010196,-1
0000098362-24-000118,98362,TKR,2024-09-05,-0.01915669163721012,-1
0000100493-24-000013,100493,TSN,2024-02-05,-0.0653407946380441,-1
0000101199-24-000054,101199,UFCS,2024-08-06,-0.03857843914467218,-1
0000101984-24-000146,101984,UEIC,2024-08-28,-0.007751450577355823,0
0000103730-24-000075,103730,VSH,2024-04-03,0.01848234820438921,1
0000105418-24-000026,105418,WMK,2024-05-02,-0.003920602464011713,0
0000105418-24-000032,105418,WMK,2024-05-08,0.04564838217759504,1
0000105770-24-000035,105770,WST,2024-04-26,0.04980129738332606,1
0000106640-24-000147,106640,WHR,2024-10-23,-0.07355331753799998,-1
0000107815-24-000070,107815,WELPM,2024-01-09,-0.06881163244219368,-1
0000110471-24-000093,110471,WWW,2024-05-07,0.0963198577051958,1
0000202058-24-000142,202058,LHX,2024-07-29,0.027290674632416967,1
0000216228-24-000060,216228,ITT,2024-09-05,-0.0058641322580392785,0
0000313143-24-000012,313143,HAE,2024-04-01,0.005985202525334965,0
0000350894-24-000037,350894,SEIC,2024-03-01,0.004234287934192782,0
0000350894-24-000127,350894,SEIC,2024-10-23,0.02008669231662541,1
0000351998-24-000002,351998,DAIO,2024-01-29,-0.006830426778239307,0
0000354707-24-000056,354707,HE,2024-08-19,-0.036698013473703606,-1
0000354950-24-000002,354950,HD,2024-01-10,0.006255295068703037,0
0000355019-24-000041,355019,FONR,2024-09-30,0.014668891735426959,1
0000356171-24-000100,356171,TCBK,2024-07-25,-0.034466502604051374,-1
0000357173-24-000053,357173,OSBC,2024-07-16,-0.007656533643563224,0
0000700923-24-000027,700923,MYRG,2024-05-01,-0.013859923876513358,-1
0000703604-24-000077,703604,DSGR,2024-08-01,0.012902578937680764,1
0000709283-24-000013,709283,QMCO,2024-06-17,0.10970089421930296,1
0000709283-24-000024,709283,QMCO,2024-10-10,0.07812134508425483,1
0000709283-24-000035,709283,QMCO,2024-11-13,-0.06041990273571096,-1
0000711669-24-000125,711669,CBAN,2024-11-05,-0.02076735645691663,-1
0000712515-24-000013,712515,EA,2024-05-07,0.00419362122889777,0
0000712534-24-000237,712534,FRMEP,2024-07-25,-0.0034106689944548574,0
0000714562-24-000024,714562,THFF,2024-04-30,0.014051910061470219,1
0000715072-24-000117,715072,RNST,2024-04-25,0.006613930224179221,0
0000715579-24-000093,715579,ACNB,2024-08-23,0.02632729311672244,1
0000716643-24-000006,716643,RGS,2024-01-31,-0.019022480608909764,-1
0000716643-24-000033,716643,RGS,2024-11-06,-0.013402107984755052,-1
0000720005-24-000023,720005,RJF-PB,2024-02-27,-0.011277854024786205,-1
0000721994-24-000003,721994,LKFN,2024-01-09,-0.02791679328140695,-1
0000721994-24-000022,721994,LKFN,2024-04-09,0.03770545555783378,1
0000723646-24-000004,723646,FRAF,2024-01-19,0.04978930715595653,1
0000723646-24-000010,723646,FRAF,2024-01-30,-0.041090595383447615,-1
0000723646-24-000045,723646,FRAF,2024-05-15,-0.00986234392805485,-1
0000723646-24-000048,723646,FRAF,2024-07-15,0.03451949569850277,1
0000723646-24-000066,723646,FRAF,2024-11-04,-0.04222070028141567,-1
0000726601-24-000027,726601,CCBG,2024-07-23,0.029194585272924956,1
0000726601-24-000043,726601,CCBG,2024-11-05,-0.010154551505976217,-1
0000726854-24-000222,726854,CHCO,2024-11-21,-0.0024212644480818835,0
0000730708-24-000200,730708,SBCF,2024-09-03,-0.014307013645075584,-1
0000736772-24-000103,736772,CCNEP,2024-10-31,-0.016714930335354206,-1
0000737875-24-000007,737875,FKYS,2024-03-06,0.020665256395781206,1
0000740260-24-000196,740260,VTR,2024-08-01,0.052328231177777074,1
0000746598-24-000012,746598,BRC,2024-03-15,-0.007540860231111335,0
0000763744-24-000062,763744,LCII,2024-05-09,-0.03495080239983672,-1
0000763744-24-000115,763744,LCII,2024-08-16,0.011104831713837027,1
0000764065-24-000139,764065,CLF,2024-05-20,-0.031129779294163162,-1
0000764065-24-000174,764065,CLF,2024-08-16,0.020092000372989083,1
0000766421-24-000007,766421,ALK,2024-01-25,-0.016298161976876613,-1
0000766829-24-000084,766829,SJW,2024-08-02,-0.029058657554223877,-1
0000766829-24-000087,766829,SJW,2024-08-20,-0.010677184412831608,-1
0000769397-24-000095,769397,ADSK,2024-06-11,0.0687942116655833,1
0000769397-24-000175,769397,ADSK,2024-11-26,0.020101333579600533,1
0000779152-24-000010,779152,JKHY,2024-01-22,0.0036241497894904384,0
0000779544-24-000025,779544,ARKR,2024-04-15,0.03558755101071187,1
0000783324-24-000016,783324,VGZ,2024-03-04,0.0886924497275885,1
0000783324-24-000022,783324,VGZ,2024-03-14,-0.021013950647913227,-1
0000783324-24-000052,783324,VGZ,2024-05-02,-0.07417752623543294,-1
0000785161-24-000003,785161,EHC,2024-02-07,0.0037783914480934433,0
0000785161-24-000034,785161,EHC,2024-05-29,-0.023635144095373817,-1
0000789933-24-000060,789933,NC,2024-12-17,-0.03201544107627807,-1
0000802481-24-000035,802481,PPC,2024-05-02,0.011200098653491253,1
0000802481-24-000091,802481,PPC,2024-10-31,0.018265859708006982,1
0000807863-24-000049,807863,MITK,2024-04-24,0.020249237915746954,1
0000811589-24-000039,811589,FBNC,2024-05-17,-0.017549459988946525,-1
0000819793-24-000036,819793,AIN,2024-05-14,-0.003956283377022807,0
0000821026-24-000179,821026,ANDE,2024-08-06,-0.039929608276537465,-1
0000821483-24-000018,821483,PARR,2024-08-06,-0.0511026592646423,-1
0000823277-24-000020,823277,CHSCO,2024-04-03,-0.012181394539631407,-1
0000823277-24-000030,823277,CHSCO,2024-07-24,-0.01393067073953802,-1
0000823277-24-000037,823277,CHSCO,2024-09-11,0.0032575839341733026,0
0000823277-24-000051,823277,CHSCO,2024-12-06,0.008516467224292001,1
0000824142-24-000121,824142,AAON,2024-05-02,-0.02966239313881902,-1
0000824410-24-000026,824410,SASR,2024-05-23,0.0031216508715870006,0
0000826154-24-000188,826154,ORRF,2024-08-05,-0.007234249359972633,0
0000827054-24-000153,827054,MCHP,2024-08-20,-0.024251286300086994,-1
0000829224-24-000011,829224,SBUX,2024-01-30,-0.025640491050839653,-1
0000832988-24-000079,832988,SIG,2024-03-20,0.097351362981841,1
0000840489-24-000057,840489,FCFS,2024-02-15,-0.012387759090014105,-1
0000840489-24-000098,840489,FCFS,2024-06-12,-0.020669847045744927,-1
0000842517-24-000018,842517,ISBA,2024-02-01,-0.062443516109614516,-1
0000842518-24-000005,842518,EVBN,2024-02-01,-0.04270441944990744,-1
0000842633-24-000071,842633,TRS,2024-07-30,-0.004661694299771146,0
0000844059-24-000011,844059,FRPH,2024-03-12,-0.04684343550711412,-1
0000849869-24-000095,849869,SLGN,2024-05-30,-0.04212357932194133,-1
0000850429-24-000008,850429,TG,2024-04-22,0.008110188737256108,1
0000851968-24-000103,851968,MHK,2024-07-25,-0.009336882559361825,-1
0000860731-24-000003,860731,TYL,2024-02-14,-0.009513482382857763,-1
0000861459-24-000022,861459,GVA,2024-05-14,-0.002556614153530812,0
0000861459-24-000037,861459,GVA,2024-09-16,0.021540743724701716,1
0000866374-24-000051,866374,FLEX,2024-10-30,0.03606052596911291,1
0000867773-24-000016,867773,SPWR,2024-02-15,-0.033223000807299785,-1
0000868671-24-000004,868671,GBCI,2024-02-01,-0.022825699543270184,-1
0000874238-24-000076,874238,STRL,2024-05-06,0.04956856684161193,1
0000874238-24-000104,874238,STRL,2024-05-15,-0.0003588470940600885,0
0000875357-24-000005,875357,BOKF,2024-01-31,-0.03206462077228445,-1
0000877860-24-000049,877860,NHI,2024-05-06,-0.01207414663429196,-1
0000879526-24-000003,879526,WNC,2024-02-01,-0.08133230223580645,-1
0000879635-24-000143,879635,MPB,2024-07-30,-0.05585601506834792,-1
0000880266-24-000049,880266,AGCO,2024-07-30,-0.01096812822523785,-1
0000880266-24-000056,880266,AGCO,2024-11-05,-0.04118446465339243,-1
0000880266-24-000064,880266,AGCO,2024-12-11,0.001035894169640783,0
0000882184-24-000030,882184,DHI,2024-05-17,-0.038941207552235624,-1
0000882184-24-000034,882184,DHI,2024-07-18,-0.0017887855511485862,0
0000883569-24-000060,883569,FOSLL,2024-07-18,0.06573261347171921,1
0000887343-24-000265,887343,COLB,2024-11-15,-0.005419426859417209,0
0000891166-24-000004,891166,UVE,2024-01-03,-0.019922422495034176,-1
0000891166-24-000006,891166,UVE,2024-02-08,0.042207277830261125,1
0000891482-24-000016,891482,FLL,2024-05-08,-0.03644105943428033,-1
0000893847-24-000001,893847,HWBK,2024-01-30,-0.045447860090548575,-1
0000894671-24-000021,894671,OVBC,2024-08-21,0.0006024043286927405,0
0000895419-24-000034,895419,WOLF,2024-05-01,0.004900078710922573,0
0000895419-24-000107,895419,WOLF,2024-11-21,0.05194686632547585,1
0000897077-24-000062,897077,ALG,2024-05-02,-0.011574287264871641,-1
0000900075-24-000027,900075,CPRT,2024-11-21,0.007993388018040726,0
0000906163-24-000004,906163,NVR,2024-01-30,-0.007103146429805252,0
0000908315-24-000036,908315,WINA,2024-10-16,-0.006272721277854387,0
0000909108-24-000038,909108,DHIL,2024-09-04,-0.009058470140181352,-1
0000909108-24-000046,909108,DHIL,2024-11-05,0.017085540579202974,1
0000910521-24-000048,910521,DECK,2024-09-13,-0.04098235202064471,-1
0000912463-24-000061,912463,GES,2024-08-19,0.02049662488181969,1
0000912562-24-000059,912562,ROCK,2024-10-30,0.013120537707211666,1
0000912593-24-000167,912593,SUI,2024-04-03,0.030858228822418843,1
0000912593-24-000233,912593,SUI,2024-11-06,0.005886545089500039,0
0000912767-24-000026,912767,UFPI,2024-07-30,-0.0513420246694134,-1
0000914208-24-000222,914208,IVZ,2024-03-12,-0.026783946876765663,-1
0000914208-24-000249,914208,IVZ,2024-04-23,-0.012914500908238091,-1
0000914475-24-000206,914475,NBIX,2024-10-11,0.020484540196899825,1
0000916365-24-000061,916365,TSCO,2024-05-10,0.002217364495493479,0
0000920371-24-000157,920371,SSD,2024-07-31,-0.00266574871209202,0
0000922224-24-000022,922224,PPL,2024-08-02,-0.010332600093563515,-1
0000924805-24-000033,924805,FRHC,2024-06-03,-0.003938311448498988,0
0000927066-24-000115,927066,DVA,2024-06-10,-0.0011750944766781846,0
0000927628-24-000326,927628,COF-PN,2024-11-15,-0.013906331037765174,-1
0000927653-24-000104,927653,MCK,2024-08-26,0.016096852810871143,1
0000931148-24-000019,931148,EAF,2024-02-14,-0.06089309664100284,-1
0000934549-24-000009,934549,ACTG,2024-02-14,-0.06633267955142996,-1
0000936468-24-000050,936468,LMT,2024-04-23,0.009534695662762882,1
0000936528-24-000067,936528,WAFDP,2024-04-23,-0.021116267198591276,-1
0000936528-24-000148,936528,WAFDP,2024-11-12,0.01195987260324105,1
0000937556-24-000102,937556,MASI,2024-10-29,0.04886216060664339,1
0000945114-24-000011,945114,GIC,2024-02-29,0.06930979542752191,1
0000945114-24-000040,945114,GIC,2024-06-06,0.001186023380356227,0
0000945841-24-000014,945841,POOL,2024-02-22,0.017879395848825363,1
0001000228-24-000022,1000228,HSIC,2024-05-07,-0.0014206665949012542,0
0001000623-24-000017,1000623,MATV,2024-05-08,-0.04358985857112174,-1
0001000753-24-000022,1000753,NSP,2024-04-05,-0.012622739880892242,-1
0001001250-24-000103,1001250,EL,2024-07-16,0.007845335454743863,0
0001006837-24-000103,1006837,VATE,2024-06-20,-0.033199340185551374,-1
0001018840-24-000005,1018840,ANF,2024-01-08,0.023825470610678856,1
0001023024-24-000034,1023024,ANIP,2024-03-12,0.024063775714795677,1
0001023459-24-000070,1023459,SLP,2024-05-20,0.011636750576540567,1
0001026214-24-000057,1026214,FMCKK,2024-06-11,-0.03418579630382523,-1
0001028918-24-000084,1028918,PPBI,2024-04-29,0.06485703597661918,1
0001031296-24-000049,1031296,FE,2024-09-12,-0.020658062674483002,-1
0001037038-24-000020,1037038,RL,2024-08-07,-0.01681581701111745,-1
0001037646-24-000032,1037646,MTD,2024-11-07,-0.03751821881902018,-1
0001039399-24-000020,1039399,FORM,2024-05-23,-0.011605004947191078,-1
0001039684-24-000008,1039684,OKE,2024-01-23,0.013694314688588394,1
0001040161-24-000025,1040161,PXLW,2024-06-27,-0.024221161653799506,-1
0001046025-24-000171,1046025,HFWA,2024-10-23,0.024206252579750176,1
0001049521-24-000042,1049521,MRCY,2024-11-05,0.027832475509357968,1
0001050441-24-000150,1050441,EGBN,2024-11-06,0.040420296269171097,1
0001051470-24-000155,1051470,CCI,2024-05-22,-0.011345212797020388,-1
0001053507-24-000003,1053507,AMT,2024-01-05,-0.04251911030023814,-1
0001056288-24-000010,1056288,FHI,2024-04-25,0.01568940710682254,1
0001057352-24-000074,1057352,CSGP,2024-06-07,-0.029701306289022567,-1
0001057352-24-000122,1057352,CSGP,2024-10-22,0.015959362929664378,1
0001058090-24-000058,1058090,CMG,2024-12-20,-0.01245061341534015,-1
0001058623-24-000109,1058623,CMLS,2024-12-20,-0.022620122045350466,-1
0001062822-24-000036,1062822,LXRX,2024-07-08,0.23061990473703542,1
0001069157-24-000016,1069157,EWBC,2024-02-21,0.01560737351087993,1
0001070235-24-000149,1070235,BB,2024-12-16,0.17291800806982716,1
0001083301-24-000088,1083301,WULF,2024-04-08,-0.06447813665717272,-1
0001084991-24-000107,1084991,NGS,2024-11-07,0.026343998834463478,1
0001092699-24-000066,1092699,SPSC,2024-08-01,-0.030182886490020877,-1
0001094285-24-000005,1094285,TDY,2024-01-24,0.00161225255903652,0
0001097149-24-000029,1097149,ALGN,2024-04-26,-0.04981187682126398,-1
0001101215-24-000078,1101215,BFH,2024-03-27,-0.04152073987587379,-1
0001101680-24-000021,1101680,DZSI,2024-01-30,-0.0713330104598,-1
0001101680-24-000032,1101680,DZSI,2024-03-21,-0.0027339636988354954,0
0001102993-24-000034,1102993,LPSN,2024-02-28,-0.1067787572520067,-1
0001103982-24-000016,1103982,MDLZ,2024-02-02,-0.018714222728390073,-1
0001104657-24-000072,1104657,MTRN,2024-05-10,0.011800462125896471,1
0001108524-24-000007,1108524,CRM,2024-05-29,0.06662052312904776,1
0001113169-24-000033,1113169,TROW,2024-12-05,-0.01612196938272603,-1
0001115055-24-000119,1115055,PNFPP,2024-04-26,0.006303503025199109,0
0001124140-24-000015,1124140,EXAS,2024-04-15,-0.02874717354631573,-1
0001124140-24-000036,1124140,EXAS,2024-04-25,0.03570533665717812,1
0001124796-24-000055,1124796,LASR,2024-05-02,0.0468068283920271,1
0001124941-24-000076,1124941,BECN,2024-10-30,0.017947663886467957,1
0001127537-24-000012,1127537,LUNG,2024-02-21,-0.14497197895325842,-1
0001128361-24-000008,1128361,HOPE,2024-03-22,0.02814220321683547,1
0001133421-24-000009,1133421,NOC,2024-02-20,-0.014942493423005798,-1
0001137774-24-000210,1137774,PFH,2024-10-16,-0.017825337428059695,-1
0001141391-24-000121,1141391,MA,2024-06-21,-0.037521233593125314,-1
0001144980-24-000127,1144980,ABG,2024-08-02,-0.007697196966161446,0
0001144980-24-000145,1144980,ABG,2024-10-29,0.03431999801691765,1
0001145197-24-000026,1145197,PODD,2024-05-28,0.05011337015700246,1
0001145197-24-000037,1145197,PODD,2024-08-08,0.030540344487454574,1
0001158449-24-000002,1158449,AAP,2024-01-05,0.009044583320747535,1
0001171759-24-000016,1171759,RRGB,2024-05-29,0.05271994116104639,1
0001177394-24-000029,1177394,SNX,2024-02-29,0.008854734729574876,1
0001210708-24-000044,1210708,HSON,2024-05-31,-0.019718880650662407,-1
0001212545-24-000175,1212545,WAL-PA,2024-06-13,-0.006003250145933281,0
0001217234-24-000101,1217234,CDNA,2024-11-04,-0.004154117274045133,0
0001257640-24-000006,1257640,KRO,2024-02-06,0.020686550612718957,1
0001261654-24-000009,1261654,UTI,2024-02-07,-0.023147003734596328,-1
0001262039-24-000040,1262039,FTNT,2024-11-07,0.06514525223156065,1
0001267238-24-000042,1267238,AIZN,2024-10-16,-0.009508789919586924,-1
0001275158-24-000072,1275158,NDLS,2024-06-25,-0.12514147644636853,-1
0001277902-24-000072,1277902,MVBF,2024-05-22,-0.029307019458747918,-1
0001277902-24-000149,1277902,MVBF,2024-11-21,-0.03496998395165862,-1
0001286043-24-000107,1286043,KRG,2024-10-30,0.03319704477653662,1
0001289419-24-000033,1289419,MORN,2024-05-09,-0.008857823295943312,-1
0001289419-24-000081,1289419,MORN,2024-08-26,0.004986794479331813,0
0001289945-24-000051,1289945,SPOK,2024-07-25,-0.01805792804720363,-1
0001293971-24-000002,1293971,BLUE,2024-01-04,-0.04652230925917522,-1
0001293971-24-000028,1293971,BLUE,2024-08-23,-0.15271332736668697,-1
0001293971-24-000086,1293971,BLUE,2024-12-04,-0.03883749343445764,-1
0001297989-24-000009,1297989,EXLS,2024-10-29,0.02865385491749206,1
0001298675-24-000029,1298675,CUBE,2024-05-21,-0.03780647457519304,-1
0001298675-24-000034,1298675,CUBE,2024-08-02,-0.016351727852543574,-1
0001299969-24-000017,1299969,CHCI,2024-05-14,-0.18420672811313243,-1
0001299969-24-000029,1299969,CHCI,2024-09-17,0.07449081846570471,1
0001306830-24-000031,1306830,CE,2024-02-28,0.0010886050374919742,0
0001306830-24-000197,1306830,CE,2024-12-19,-0.004810528797424274,0
0001314727-24-000020,1314727,SONO,2024-08-14,-0.029331377143119175,-1
0001315399-24-000002,1315399,PKBK,2024-01-24,0.018770046411994423,1
0001320461-24-000101,1320461,CPS,2024-05-20,0.014372301842276669,1
0001326160-24-000031,1326160,DUKB,2024-02-08,0.0004311008082936718,0
0001327318-24-000027,1327318,TRUE,2024-08-05,0.03895146508120084,1
0001327318-24-000035,1327318,TRUE,2024-08-16,-0.04448840323843639,-1
0001327567-24-000015,1327567,PANW,2024-05-20,0.03503011348763685,1
0001327607-24-000019,1327607,MYFW,2024-01-25,-0.043511701068474684,-1
0001333493-24-000018,1333493,EHTH,2024-01-26,0.018397636503175052,1
0001336917-24-000058,1336917,UA,2024-05-16,0.01739435255104338,1
0001336917-24-000110,1336917,UA,2024-08-06,0.18266017653842037,1
0001336920-24-000029,1336920,LDOS,2024-04-29,-0.007948594169841172,0
0001345126-24-000009,1345126,CODI-PC,2024-02-01,0.009672977984852782,1
0001345126-24-000054,1345126,CODI-PC,2024-10-03,-0.012011892396095014,-1
0001350593-24-000073,1350593,MWA,2024-11-12,-0.007860127072326084,0
0001352010-24-000024,1352010,EPAM,2024-08-08,0.014156423628717274,1
0001356576-24-000065,1356576,SUPN,2024-11-04,0.0034068680915979588,0
0001360604-24-000007,1360604,HR,2024-01-08,0.0063859800671843825,0
0001360604-24-000073,1360604,HR,2024-06-03,0.01291061351970546,1
0001361538-24-000017,1361538,PRIM,2024-08-05,0.006443704098141767,0
0001361658-24-000203,1361658,TNL,2024-11-06,0.0006161721508499696,0
0001366868-24-000108,1366868,GSAT,2024-11-07,-0.11446701983505003,-1
0001372514-24-000013,1372514,KPRX,2024-02-12,-0.0010854110373235137,0
0001372514-24-000068,1372514,KPRX,2024-07-01,-0.011588349766522343,-1
0001373715-24-000009,1373715,NOW,2024-01-24,0.018538728259293702,1
0001375365-24-000035,1375365,SMCI,2024-09-30,0.009356277581934691,1
0001376139-24-000057,1376139,CVI,2024-12-12,-0.022783412300490524,-1
0001376986-24-000007,1376986,TVE,2024-02-14,0.00588314324821293,0
0001377789-24-000015,1377789,AVNW,2024-04-30,-0.11094985073708008,-1
0001381197-24-000116,1381197,IBKR,2024-07-25,-0.007620772652796148,0
0001381668-24-000088,1381668,TFSL,2024-05-30,-0.03801975560781601,-1
0001381668-24-000132,1381668,TFSL,2024-10-30,-0.0065463108834029615,0
0001382821-24-000101,1382821,RDFN,2024-06-07,0.018391864188065377,1
0001383312-24-000059,1383312,BR,2024-11-15,-0.007629923062239197,0
0001385613-24-000037,1385613,GLRE,2024-04-18,-0.03463945582676242,-1
0001388658-24-000140,1388658,IRTC,2024-08-01,-0.045315209074215934,-1
0001388658-24-000176,1388658,IRTC,2024-11-14,-0.0913248859411111,-1
0001392972-24-000062,1392972,PRO,2024-05-07,-0.004215245021742753,0
0001393052-24-000038,1393052,VEEV,2024-06-21,-0.014726634475662914,-1
0001393311-24-000192,1393311,PSA-PS,2024-10-30,-0.007443228688444714,0
0001393612-24-000006,1393612,DFS,2024-02-14,0.10592537041274175,1
0001395942-24-000042,1395942,KAR,2024-06-10,-0.03852978604998969,-1
0001396440-24-000045,1396440,MAIN,2024-02-21,0.00895425636627789,1
0001396440-24-000073,1396440,MAIN,2024-05-07,-0.03968786691252413,-1
0001398987-24-000094,1398987,HOUS,2024-05-03,0.013327483579749888,1
0001401257-24-000131,1401257,FET,2024-10-31,0.10902956309746292,1
0001401708-24-000004,1401708,NSTG,2024-01-05,-0.23601936483106167,-1
0001403475-24-000032,1403475,BMRC,2024-07-25,-0.10285219395762357,-1
0001403475-24-000046,1403475,BMRC,2024-09-16,-0.0028083923974950853,0
0001408075-24-000009,1408075,GPK,2024-02-20,-0.011889138551946399,-1
0001408100-24-000108,1408100,KW,2024-08-07,-0.027400084411789427,-1
0001408100-24-000133,1408100,KW,2024-10-22,0.007316158414537588,0
0001408534-24-000057,1408534,FGBIP,2024-06-14,0.012585891841231156,1
0001408710-24-000042,1408710,FN,2024-12-13,-0.028581200034462517,-1
0001410636-24-000059,1410636,AWK,2024-02-15,-0.0418396990479577,-1
0001410636-24-000124,1410636,AWK,2024-07-01,-0.00022300638679007,0
0001411342-24-000025,1411342,EFC-PB,2024-03-07,0.0033475470923063355,0
0001411342-24-000057,1411342,EFC-PB,2024-05-31,-0.0066268220378720155,0
0001411342-24-000107,1411342,EFC-PB,2024-11-06,-0.000492809415349349,0
0001418819-24-000022,1418819,IRDM,2024-04-18,0.0475954377941501,1
0001418819-24-000040,1418819,IRDM,2024-07-24,0.019725191773837247,1
0001420720-24-000036,1420720,IBIO,2024-09-20,0.049367528562853424,1
0001425450-24-000081,1425450,KIDS,2024-08-09,0.03494538927896751,1
0001428336-24-000048,1428336,HQY,2024-06-27,-0.04464353407075583,-1
0001437107-24-000184,1437107,WBD,2024-11-07,0.06051814233159847,1
0001437107-24-000203,1437107,WBD,2024-12-30,0.008658481724663991,1
0001438533-24-000003,1438533,TVTX,2024-02-15,-0.05773723973149891,-1
0001441683-24-000031,1441683,APPN,2024-04-16,-0.0053175827878033655,0
0001441683-24-000040,1441683,APPN,2024-05-02,-0.007925210484927225,0
0001451505-24-000078,1451505,RIG,2024-06-24,0.06523083266638807,1
0001451505-24-000126,1451505,RIG,2024-09-10,0.0793796474123929,1
0001451809-24-000007,1451809,SITM,2024-01-25,-0.07620542633388572,-1
0001454938-24-000052,1454938,OB,2024-04-25,0.027955977357052242,1
0001459839-24-000048,1459839,SIBN,2024-06-26,0.04108926050862394,1
0001463101-24-000145,1463101,ENPH,2024-11-08,0.007123918356394365,0
0001466258-24-000007,1466258,TT,2024-01-10,0.0022414505993226808,0
0001468327-24-000160,1468327,RENT,2024-05-21,-0.16008895855350824,-1
0001471265-24-000067,1471265,NWBI,2024-04-22,-0.022163824126801623,-1
0001475841-24-000057,1475841,NBHC,2024-12-18,-0.007669220336189886,0
0001476045-24-000033,1476045,CLDT-PA,2024-05-06,-0.0005079112647661255,0
0001476765-24-000005,1476765,GBDC,2024-01-17,0.00204534790570432,0
0001477449-24-000216,1477449,TDOC,2024-10-01,-0.007927191807933331,0
0001478242-24-000090,1478242,IQV,2024-07-22,0.021079913375895654,1
0001479681-24-000008,1479681,NUTX,2024-08-08,0.2623886170739351,1
0001482981-24-000008,1482981,COCO,2024-02-28,-0.017615386861820514,-1
0001482981-24-000014,1482981,COCO,2024-03-06,0.007405605154483297,0
0001484778-24-000070,1484778,TDUP,2024-05-06,0.03428273235216328,1
0001484778-24-000179,1484778,TDUP,2024-12-03,0.0782542939511659,1
0001489096-24-000043,1489096,THR,2024-03-15,0.036175659694669404,1
0001489096-24-000145,1489096,THR,2024-08-05,-0.046945464261925696,-1
0001489393-24-000002,1489393,LYB,2024-01-16,-0.012033436905991124,-1
0001490978-24-000017,1490978,SDGR,2024-02-28,-0.024822174794973506,-1
0001490978-24-000071,1490978,SDGR,2024-07-31,-0.11294433236298007,-1
0001493225-24-000006,1493225,NFBK,2024-01-29,-0.10486974324214104,-1
0001494650-24-000027,1494650,OPTN,2024-03-08,0.015147355743246882,1
0001495231-24-000044,1495231,IZEA,2024-04-01,0.004466514317219228,0
